File Path,File Name,Title,Splunk Query
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_pchunter.yml,proc_creation_win_hktl_pchunter.yml,HackTool - PCHunter Execution,"Image IN (\\PCHunter64.exe, \\PCHunter32.exe) OR OriginalFileName=PCHunter.exe OR Description=Epoolsoft Windows Information View Tools OR Hashes IN (SHA1=5F1CBC3D99558307BC1250D084FA968521482025, MD5=987B65CD9B9F4E9A1AFD8F8B48CF64A7, SHA256=2B214BDDAAB130C274DE6204AF6DBA5AEEC7433DA99AA950022FA306421A6D32, IMPHASH=444D210CEA1FF8112F256A4997EED7FF, SHA1=3FB89787CB97D902780DA080545584D97FB1C2EB, MD5=228DD0C2E6287547E26FFBD973A40F14, SHA256=55F041BF4E78E9BFA6D4EE68BE40E496CE3A1353E1CA4306598589E19802522C, IMPHASH=0479F44DF47CFA2EF1CCC4416A538663) OR md5 IN (228dd0c2e6287547e26ffbd973a40f14, 987b65cd9b9f4e9a1afd8f8b48cf64a7) OR sha1 IN (5f1cbc3d99558307bc1250d084fa968521482025, 3fb89787cb97d902780da080545584d97fb1c2eb) OR sha256 IN (2b214bddaab130c274de6204af6dba5aeec7433da99aa950022fa306421a6d32, 55f041bf4e78e9bfa6d4ee68be40e496ce3a1353e1ca4306598589e19802522c) OR Imphash IN (444d210cea1ff8112f256a4997eed7ff, 0479f44df47cfa2ef1ccc4416a538663)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_powersploit_empire_default_schtasks.yml,proc_creation_win_hktl_powersploit_empire_default_schtasks.yml,HackTool - Default PowerSploit/Empire Scheduled Task Creation,"ParentImage IN (\\powershell.exe, \\pwsh.exe) Image=\\schtasks.exe CommandLine=/Create CommandLine=powershell.exe -NonI CommandLine=/TN Updater /TR CommandLine IN (/SC ONLOGON, /SC DAILY /ST, /SC ONIDLE, /SC HOURLY)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_powertool.yml,proc_creation_win_hktl_powertool.yml,HackTool - PowerTool Execution,"Image IN (\\PowerTool.exe, \\PowerTool64.exe) OR OriginalFileName=PowerTool.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_purplesharp_indicators.yml,proc_creation_win_hktl_purplesharp_indicators.yml,HackTool - PurpleSharp Execution,"Image=\\purplesharp OR OriginalFileName=PurpleSharp.exe OR CommandLine IN (xyz123456.exe, PurpleSharp)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_pypykatz.yml,proc_creation_win_hktl_pypykatz.yml,HackTool - Pypykatz Credentials Dumping Activity,"Image IN (\\pypykatz.exe, \\python.exe) CommandLine=live CommandLine=registry"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_quarks_pwdump.yml,proc_creation_win_hktl_quarks_pwdump.yml,HackTool - Quarks PwDump Execution,"Image=\\QuarksPwDump.exe OR CommandLine IN ( -dhl,  --dump-hash-local,  -dhdc,  --dump-hash-domain-cached,  --dump-bitlocker,  -dhd ,  --dump-hash-domain , --ntds-file)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_redmimicry_winnti_playbook.yml,proc_creation_win_hktl_redmimicry_winnti_playbook.yml,HackTool - RedMimicry Winnti Playbook Execution,"Image IN (\\rundll32.exe, \\cmd.exe) CommandLine IN (gthread-3.6.dll, \\Windows\\Temp\\tmp.bat, sigcmm-2.4.dll)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_relay_attacks_tools.yml,proc_creation_win_hktl_relay_attacks_tools.yml,Potential SMB Relay Attack Tool Execution,"Image IN (PetitPotam, RottenPotato, HotPotato, JuicyPotato, \\just_dce_, Juicy Potato, \\temp\\rot.exe, \\Potato.exe, \\SpoolSample.exe, \\Responder.exe, \\smbrelayx, \\ntlmrelayx, \\LocalPotato) OR CommandLine IN (Invoke-Tater,  smbrelay,  ntlmrelay, cme smb ,  /ntlm:NTLMhash , Invoke-PetitPotam, .exe -t  -p ) OR (CommandLine=.exe -c \{ CommandLine=}\ -z) NOT (Image IN (HotPotatoes6, HotPotatoes7, HotPotatoes ))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_rubeus.yml,proc_creation_win_hktl_rubeus.yml,HackTool - Rubeus Execution,"Image=\\Rubeus.exe OR OriginalFileName=Rubeus.exe OR Description=Rubeus OR CommandLine IN (asreproast , dump /service:krbtgt , dump /luid:0x, kerberoast , createnetonly /program:, ptt /ticket:, /impersonateuser:, renew /ticket:, asktgt /user:, harvest /interval:, s4u /user:, s4u /ticket:, hash /password:, golden /aes256:, silver /user:)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_safetykatz.yml,proc_creation_win_hktl_safetykatz.yml,HackTool - SafetyKatz Execution,Image=\\SafetyKatz.exe OR OriginalFileName=SafetyKatz.exe OR Description=SafetyKatz
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_secutyxploded.yml,proc_creation_win_hktl_secutyxploded.yml,HackTool - SecurityXploded Execution,Company=SecurityXploded OR Image=PasswordDump.exe OR OriginalFileName=PasswordDump.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_selectmyparent.yml,proc_creation_win_hktl_selectmyparent.yml,HackTool - PPID Spoofing SelectMyParent Tool Execution,"Image=\\SelectMyParent.exe OR CommandLine IN (PPID-spoof, ppid_spoof, spoof-ppid, spoof_ppid, ppidspoof, spoofppid, spoofedppid,  -spawnto ) OR OriginalFileName IN (PPID-spoof, ppid_spoof, spoof-ppid, spoof_ppid, ppidspoof, spoofppid, spoofedppid) OR Description=SelectMyParent OR Imphash IN (04d974875bd225f00902b4cad9af3fbc, a782af154c9e743ddf3f3eb2b8f3d16e, 89059503d7fbf470e68f7e63313da3ad, ca28337632625c8281ab8a130b3d6bad) OR Hashes IN (IMPHASH=04D974875BD225F00902B4CAD9AF3FBC, IMPHASH=A782AF154C9E743DDF3F3EB2B8F3D16E, IMPHASH=89059503D7FBF470E68F7E63313DA3AD, IMPHASH=CA28337632625C8281AB8A130B3D6BAD)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharpersist.yml,proc_creation_win_hktl_sharpersist.yml,HackTool - SharPersist Execution,"Image=\\SharPersist.exe OR Product=SharPersist OR CommandLine IN ( -t schtask -c ,  -t startupfolder -c ) OR (CommandLine= -t reg -c  CommandLine= -m add) OR (CommandLine= -t service -c  CommandLine= -m add) OR (CommandLine= -t schtask -c  CommandLine= -m add)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharpevtmute.yml,proc_creation_win_hktl_sharpevtmute.yml,HackTool - SharpEvtMute Execution,"Image=\\SharpEvtMute.exe OR Description=SharpEvtMute OR CommandLine IN (--Filter \rule , --Encoded --Filter \\\)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharpldapwhoami.yml,proc_creation_win_hktl_sharpldapwhoami.yml,HackTool - SharpLdapWhoami Execution,"Image=\\SharpLdapWhoami.exe OR OriginalFileName=SharpLdapWhoami OR Product=SharpLdapWhoami OR CommandLine IN ( /method:ntlm,  /method:kerb,  /method:nego,  /m:nego,  /m:ntlm,  /m:kerb)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharpmove.yml,proc_creation_win_hktl_sharpmove.yml,HackTool - SharpMove Tool Execution,"Image=\\SharpMove.exe OR OriginalFileName=SharpMove.exe OR (CommandLine=computername= CommandLine IN (action=create, action=dcom, action=executevbs, action=hijackdcom, action=modschtask, action=modsvc, action=query, action=scm, action=startservice, action=taskscheduler))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharpup.yml,proc_creation_win_hktl_sharpup.yml,HackTool - SharpUp PrivEsc Tool Execution,"Image=\\SharpUp.exe OR Description=SharpUp OR CommandLine IN (HijackablePaths, UnquotedServicePath, ProcessDLLHijack, ModifiableServiceBinaries, ModifiableScheduledTask, DomainGPPPassword, CachedGPPPassword)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharpview.yml,proc_creation_win_hktl_sharpview.yml,HackTool - SharpView Execution,"OriginalFileName=SharpView.exe OR Image=\\SharpView.exe OR CommandLine IN (Add-RemoteConnection, Convert-ADName, ConvertFrom-SID, ConvertFrom-UACValue, Convert-SidToName, Export-PowerViewCSV, Find-DomainObjectPropertyOutlier, Find-DomainProcess, Find-DomainShare, Find-DomainUserEvent, Find-DomainUserLocation, Find-ForeignGroup, Find-ForeignUser, Find-GPOComputerAdmin, Find-GPOLocation, Find-Interesting, Find-LocalAdminAccess, Find-ManagedSecurityGroups, Get-CachedRDPConnection, Get-DFSshare, Get-DomainComputer, Get-DomainController, Get-DomainDFSShare, Get-DomainDNSRecord, Get-DomainFileServer, Get-DomainForeign, Get-DomainGPO, Get-DomainGroup, Get-DomainGUIDMap, Get-DomainManagedSecurityGroup, Get-DomainObject, Get-DomainOU, Get-DomainPolicy, Get-DomainSID, Get-DomainSite, Get-DomainSPNTicket, Get-DomainSubnet, Get-DomainTrust, Get-DomainUserEvent, Get-ForestDomain, Get-ForestGlobalCatalog, Get-ForestTrust, Get-GptTmpl, Get-GroupsXML, Get-LastLoggedOn, Get-LoggedOnLocal, Get-NetComputer, Get-NetDomain, Get-NetFileServer, Get-NetForest, Get-NetGPO, Get-NetGroupMember, Get-NetLocalGroup, Get-NetLoggedon, Get-NetOU, Get-NetProcess, Get-NetRDPSession, Get-NetSession, Get-NetShare, Get-NetSite, Get-NetSubnet, Get-NetUser, Get-PathAcl, Get-PrincipalContext, Get-RegistryMountedDrive, Get-RegLoggedOn, Get-WMIRegCachedRDPConnection, Get-WMIRegLastLoggedOn, Get-WMIRegMountedDrive, Get-WMIRegProxy, Invoke-ACLScanner, Invoke-CheckLocalAdminAccess, Invoke-Kerberoast, Invoke-MapDomainTrust, Invoke-RevertToSelf, Invoke-Sharefinder, Invoke-UserImpersonation, Remove-DomainObjectAcl, Remove-RemoteConnection, Request-SPNTicket, Set-DomainObject, Test-AdminAccess)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharpwsus_wsuspendu_execution.yml,proc_creation_win_hktl_sharpwsus_wsuspendu_execution.yml,HackTool - SharpWSUS/WSUSpendu Execution,"(CommandLine= -Inject  CommandLine IN ( -PayloadArgs ,  -PayloadFile )) OR (CommandLine IN ( approve ,  create ,  check ,  delete ) CommandLine IN ( /payload:,  /payload=,  /updateid:,  /updateid=))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharp_chisel.yml,proc_creation_win_hktl_sharp_chisel.yml,HackTool - SharpChisel Execution,Image=\\SharpChisel.exe OR Product=SharpChisel
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharp_dpapi_execution.yml,proc_creation_win_hktl_sharp_dpapi_execution.yml,HackTool - SharpDPAPI Execution,"Image=\\SharpDPAPI.exe OR OriginalFileName=SharpDPAPI.exe OR (CommandLine IN ( backupkey ,  blob ,  certificates ,  credentials ,  keepass ,  masterkeys ,  rdg ,  vaults ) (CommandLine= { CommandLine=}:) OR CommandLine IN ( /file:,  /machine,  /mkfile:,  /password:,  /pvk:,  /server:,  /target:,  /unprotect))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharp_impersonation.yml,proc_creation_win_hktl_sharp_impersonation.yml,HackTool - SharpImpersonation Execution,"Image=\\SharpImpersonation.exe OR OriginalFileName=SharpImpersonation.exe OR (CommandLine= user: CommandLine= binary:) OR (CommandLine= user: CommandLine= shellcode:) OR CommandLine IN ( technique:CreateProcessAsUserW,  technique:ImpersonateLoggedOnuser)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sharp_ldap_monitor.yml,proc_creation_win_hktl_sharp_ldap_monitor.yml,HackTool - SharpLDAPmonitor Execution,Image=\\SharpLDAPmonitor.exe OR OriginalFileName=SharpLDAPmonitor.exe OR (CommandLine=/user: CommandLine=/pass: CommandLine=/dcip:)
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_silenttrinity_stager.yml,proc_creation_win_hktl_silenttrinity_stager.yml,HackTool - SILENTTRINITY Stager Execution,Description=st2stager
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sliver_c2_execution_pattern.yml,proc_creation_win_hktl_sliver_c2_execution_pattern.yml,HackTool - Sliver C2 Implant Activity Pattern,CommandLine=-NoExit -Command [Console]::OutputEncoding=[Text.UTF8Encoding]::UTF8
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_soaphound_execution.yml,proc_creation_win_hktl_soaphound_execution.yml,HackTool - SOAPHound Execution,"CommandLine IN ( --buildcache ,  --bhdump ,  --certdump ,  --dnsdump ) CommandLine IN ( -c ,  --cachefilename ,  -o ,  --outputdirectory)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_stracciatella_execution.yml,proc_creation_win_hktl_stracciatella_execution.yml,HackTool - Stracciatella Execution,"Image=\\Stracciatella.exe OR OriginalFileName=Stracciatella.exe OR Description=Stracciatella OR Hashes IN (SHA256=9d25e61ec1527e2a69d7c2a4e3fe2fe15890710c198a66a9f25d99fdf6c7b956, SHA256=fd16609bd9830c63b9413671678bb159b89c357d21942ddbb6b93add808d121a) OR sha256 IN (9d25e61ec1527e2a69d7c2a4e3fe2fe15890710c198a66a9f25d99fdf6c7b956, fd16609bd9830c63b9413671678bb159b89c357d21942ddbb6b93add808d121a)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_sysmoneop.yml,proc_creation_win_hktl_sysmoneop.yml,HackTool - SysmonEOP Execution,"Image=\\SysmonEOP.exe OR Hashes IN (IMPHASH=22F4089EB8ABA31E1BB162C6D9BF72E5, IMPHASH=5123FA4C4384D431CD0D893EEB49BBEC) OR Imphash IN (22f4089eb8aba31e1bb162c6d9bf72e5, 5123fa4c4384d431cd0d893eeb49bbec)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_trufflesnout.yml,proc_creation_win_hktl_trufflesnout.yml,HackTool - TruffleSnout Execution,OriginalFileName=TruffleSnout.exe OR Image=\\TruffleSnout.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_uacme.yml,proc_creation_win_hktl_uacme.yml,HackTool - UACMe Akagi Execution,"Product=UACMe OR Company IN (REvol Corp, APT 92, UG North, Hazardous Environments, CD Project Rekt) OR Description IN (UACMe main module, Pentesting utility) OR OriginalFileName IN (Akagi.exe, Akagi64.exe) OR Image IN (\\Akagi64.exe, \\Akagi.exe) OR Hashes IN (IMPHASH=767637C23BB42CD5D7397CF58B0BE688, IMPHASH=14C4E4C72BA075E9069EE67F39188AD8, IMPHASH=3C782813D4AFCE07BBFC5A9772ACDBDC, IMPHASH=7D010C6BB6A3726F327F7E239166D127, IMPHASH=89159BA4DD04E4CE5559F132A9964EB3, IMPHASH=6F33F4A5FC42B8CEC7314947BD13F30F, IMPHASH=5834ED4291BDEB928270428EBBAF7604, IMPHASH=5A8A8A43F25485E7EE1B201EDCBC7A38, IMPHASH=DC7D30B90B2D8ABF664FBED2B1B59894, IMPHASH=41923EA1F824FE63EA5BEB84DB7A3E74, IMPHASH=3DE09703C8E79ED2CA3F01074719906B) OR Imphash IN (767637c23bb42cd5d7397cf58b0be688, 14c4e4c72ba075e9069ee67f39188ad8, 3c782813d4afce07bbfc5a9772acdbdc, 7d010c6bb6a3726f327f7e239166d127, 89159ba4dd04e4ce5559f132a9964eb3, 6f33f4a5fc42b8cec7314947bd13f30f, 5834ed4291bdeb928270428ebbaf7604, 5a8a8a43f25485e7ee1b201edcbc7a38, dc7d30b90b2d8abf664fbed2b1b59894, 41923ea1f824fe63ea5beb84db7a3e74, 3de09703c8e79ed2ca3f01074719906b)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_wce.yml,proc_creation_win_hktl_wce.yml,HackTool - Windows Credential Editor (WCE) Execution,"Imphash IN (a53a02b997935fd8eedcb5f7abab9b9f, e96a73c7bf33a464c510ede582318bf2) OR Hashes IN (IMPHASH=a53a02b997935fd8eedcb5f7abab9b9f, IMPHASH=e96a73c7bf33a464c510ede582318bf2) OR (CommandLine=.exe -S ParentImage=\\services.exe) NOT Image=\\clussvc.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_winpeas.yml,proc_creation_win_hktl_winpeas.yml,HackTool - winPEAS Execution,"OriginalFileName=winPEAS.exe OR Image IN (\\winPEASany_ofs.exe, \\winPEASany.exe, \\winPEASx64_ofs.exe, \\winPEASx64.exe, \\winPEASx86_ofs.exe, \\winPEASx86.exe) OR CommandLine IN ( applicationsinfo,  browserinfo,  eventsinfo,  fileanalysis,  filesinfo,  processinfo,  servicesinfo,  windowscreds) OR CommandLine=https://github.com/carlospolop/PEASS-ng/releases/latest/download/ OR ParentCommandLine= -linpeas OR CommandLine= -linpeas"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_winpwn.yml,proc_creation_win_hktl_winpwn.yml,HackTool - WinPwn Execution,"CommandLine IN (Offline_Winpwn, WinPwn , WinPwn.exe, WinPwn.ps1)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_wmiexec_default_powershell.yml,proc_creation_win_hktl_wmiexec_default_powershell.yml,HackTool - Wmiexec Default Powershell Command,CommandLine=-NoP -NoL -sta -NonI -W Hidden -Exec Bypass -Enc
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_xordump.yml,proc_creation_win_hktl_xordump.yml,HackTool - XORDump Execution,"Image=\\xordump.exe OR CommandLine IN ( -process lsass.exe ,  -m comsvcs ,  -m dbghelp ,  -m dbgcore )"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hktl_zipexec.yml,proc_creation_win_hktl_zipexec.yml,Suspicious ZipExec Execution,(CommandLine=/generic:Microsoft_Windows_Shell_ZipFolder:filename= CommandLine=.zip CommandLine=/pass: CommandLine=/user:) OR (CommandLine=/delete CommandLine=Microsoft_Windows_Shell_ZipFolder:filename= CommandLine=.zip)
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hostname_execution.yml,proc_creation_win_hostname_execution.yml,Suspicious Execution of Hostname,Image=\\HOSTNAME.EXE
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hwp_exploits.yml,proc_creation_win_hwp_exploits.yml,Suspicious HWP Sub Processes,ParentImage=\\Hwp.exe Image=\\gbb.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_hxtsr_masquerading.yml,proc_creation_win_hxtsr_masquerading.yml,Potential Fake Instance Of Hxtsr.EXE Executed,Image=\\hxtsr.exe NOT (Image=:\\program files\\windowsapps\\microsoft.windowscommunicationsapps_ Image=\\hxtsr.exe)
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_icacls_deny.yml,proc_creation_win_icacls_deny.yml,Use Icacls to Hide File to Everyone,OriginalFileName=iCACLS.EXE OR Image=\\icacls.exe CommandLine=/deny CommandLine=S-1-1-0:
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_ieexec_download.yml,proc_creation_win_ieexec_download.yml,File Download And Execution Via IEExec.EXE,"Image=\\IEExec.exe OR OriginalFileName=IEExec.exe CommandLine IN (http://, https://)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_iexpress_susp_execution.yml,proc_creation_win_iexpress_susp_execution.yml,Self Extracting Package Creation Via Iexpress.EXE From Potentially Suspicious Location,"Image=\\iexpress.exe OR OriginalFileName=IEXPRESS.exe CommandLine= -n  OR CommandLine= /n  OR CommandLine= –n  OR CommandLine= —n  OR CommandLine= ―n  CommandLine IN (:\\ProgramData\\, :\\Temp\\, :\\Windows\\System32\\Tasks\\, :\\Windows\\Tasks\\, :\\Windows\\Temp\\, \\AppData\\Local\\Temp\\)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_iis_appcmd_http_logging.yml,proc_creation_win_iis_appcmd_http_logging.yml,Disable Windows IIS HTTP Logging,Image=\\appcmd.exe OR OriginalFileName=appcmd.exe CommandLine=set CommandLine=config CommandLine=section:httplogging CommandLine=dontLog:true
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_iis_appcmd_service_account_password_dumped.yml,proc_creation_win_iis_appcmd_service_account_password_dumped.yml,Microsoft IIS Service Account Password Dumped,"Image=\\appcmd.exe OR OriginalFileName=appcmd.exe CommandLine=list  CommandLine IN ( /config,  /xml,  -config,  -xml) OR (CommandLine IN ( /@t,  /text,  /show,  -@t,  -text,  -show) CommandLine IN (:\, password))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_iis_appcmd_susp_module_install.yml,proc_creation_win_iis_appcmd_susp_module_install.yml,IIS Native-Code Module Command Line Installation,Image=\\appcmd.exe OR OriginalFileName=appcmd.exe CommandLine=install CommandLine=module CommandLine=-name: OR CommandLine=/name: OR CommandLine=–name: OR CommandLine=—name: OR CommandLine=―name: NOT ParentImage=C:\\Windows\\System32\\inetsrv\\iissetup.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_iis_appcmd_susp_rewrite_rule.yml,proc_creation_win_iis_appcmd_susp_rewrite_rule.yml,Suspicious IIS URL GlobalRules Rewrite Via AppCmd,Image=\\appcmd.exe OR OriginalFileName=appcmd.exe CommandLine=set CommandLine=config CommandLine=section:system.webServer/rewrite/globalRules CommandLine=commit:
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_iis_connection_strings_decryption.yml,proc_creation_win_iis_connection_strings_decryption.yml,Microsoft IIS Connection Strings Decryption,Image=\\aspnet_regiis.exe OR OriginalFileName=aspnet_regiis.exe CommandLine=connectionStrings CommandLine= -pdf
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_iis_susp_module_registration.yml,proc_creation_win_iis_susp_module_registration.yml,Suspicious IIS Module Registration,ParentImage=\\w3wp.exe CommandLine=appcmd.exe add module OR (CommandLine= system.enterpriseservices.internal.publish Image=\\powershell.exe) OR (CommandLine=gacutil CommandLine= /I)
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_ilasm_il_code_compilation.yml,proc_creation_win_ilasm_il_code_compilation.yml,C# IL Code Compilation Via Ilasm.EXE,"Image=\\ilasm.exe OR OriginalFileName=ilasm.exe CommandLine IN ( /dll,  /exe)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_imagingdevices_unusual_parents.yml,proc_creation_win_imagingdevices_unusual_parents.yml,ImagingDevices Unusual Parent/Child Processes,"(ParentImage IN (\\WmiPrvSE.exe, \\svchost.exe, \\dllhost.exe) Image=\\ImagingDevices.exe) OR ParentImage=\\ImagingDevices.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_imewbdld_download.yml,proc_creation_win_imewbdld_download.yml,Arbitrary File Download Via IMEWDBLD.EXE,"Image=\\IMEWDBLD.exe OR OriginalFileName=imewdbld.exe CommandLine IN (http://, https://)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_infdefaultinstall_execute_sct_scripts.yml,proc_creation_win_infdefaultinstall_execute_sct_scripts.yml,InfDefaultInstall.exe .inf Execution,"CommandLine=InfDefaultInstall.exe  CommandLine=.inf | table ComputerName,User,CommandLine,ParentCommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_installutil_download.yml,proc_creation_win_installutil_download.yml,File Download Via InstallUtil.EXE,"Image=\\InstallUtil.exe OR OriginalFileName=InstallUtil.exe CommandLine IN (ftp://, http://, https://)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_instalutil_no_log_execution.yml,proc_creation_win_instalutil_no_log_execution.yml,Suspicious Execution of InstallUtil Without Log,Image=\\InstallUtil.exe Image=Microsoft.NET\\Framework CommandLine=/logfile=  CommandLine=/LogToConsole=false
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_java_keytool_susp_child_process.yml,proc_creation_win_java_keytool_susp_child_process.yml,Suspicious Shells Spawn by Java Utility Keytool,"ParentImage=\\keytool.exe Image IN (\\cmd.exe, \\sh.exe, \\bash.exe, \\powershell.exe, \\pwsh.exe, \\schtasks.exe, \\certutil.exe, \\whoami.exe, \\bitsadmin.exe, \\wscript.exe, \\cscript.exe, \\scrcons.exe, \\regsvr32.exe, \\hh.exe, \\wmic.exe, \\mshta.exe, \\rundll32.exe, \\forfiles.exe, \\scriptrunner.exe, \\mftrace.exe, \\AppVLP.exe, \\systeminfo.exe, \\reg.exe, \\query.exe)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_java_manageengine_susp_child_process.yml,proc_creation_win_java_manageengine_susp_child_process.yml,Suspicious Child Process Of Manage Engine ServiceDesk,"ParentImage=\\ManageEngine\\ServiceDesk\\ ParentImage=\\java.exe Image IN (\\AppVLP.exe, \\bash.exe, \\bitsadmin.exe, \\calc.exe, \\certutil.exe, \\cscript.exe, \\curl.exe, \\forfiles.exe, \\mftrace.exe, \\mshta.exe, \\net.exe, \\net1.exe, \\notepad.exe, \\powershell.exe, \\pwsh.exe, \\query.exe, \\reg.exe, \\schtasks.exe, \\scrcons.exe, \\sh.exe, \\systeminfo.exe, \\whoami.exe, \\wmic.exe, \\wscript.exe) NOT (Image IN (\\net.exe, \\net1.exe) CommandLine= stop)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_java_remote_debugging.yml,proc_creation_win_java_remote_debugging.yml,Java Running with Remote Debugging,"CommandLine=transport=dt_socket,address= CommandLine IN (jre1., jdk1.) NOT (CommandLine IN (address=127.0.0.1, address=localhost)) | table CommandLine,ParentCommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_java_susp_child_process.yml,proc_creation_win_java_susp_child_process.yml,Suspicious Processes Spawned by Java.EXE,"ParentImage=\\java.exe Image IN (\\AppVLP.exe, \\bitsadmin.exe, \\certutil.exe, \\cscript.exe, \\curl.exe, \\forfiles.exe, \\hh.exe, \\mftrace.exe, \\mshta.exe, \\net.exe, \\net1.exe, \\query.exe, \\reg.exe, \\regsvr32.exe, \\rundll32.exe, \\schtasks.exe, \\scrcons.exe, \\scriptrunner.exe, \\sh.exe, \\systeminfo.exe, \\whoami.exe, \\wmic.exe, \\wscript.exe)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_java_susp_child_process_2.yml,proc_creation_win_java_susp_child_process_2.yml,Shell Process Spawned by Java.EXE,"ParentImage=\\java.exe Image IN (\\bash.exe, \\cmd.exe, \\powershell.exe, \\pwsh.exe) NOT (ParentImage=build CommandLine=build)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_java_sysaidserver_susp_child_process.yml,proc_creation_win_java_sysaidserver_susp_child_process.yml,Suspicious SysAidServer Child,"ParentImage IN (\\java.exe, \\javaw.exe) ParentCommandLine=SysAidServer"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_jsc_execution.yml,proc_creation_win_jsc_execution.yml,JScript Compiler Execution,Image=\\jsc.exe OR OriginalFileName=jsc.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_kavremover_uncommon_execution.yml,proc_creation_win_kavremover_uncommon_execution.yml,Kavremover Dropped Binary LOLBIN Usage,"CommandLine= run run-cmd  NOT (ParentImage IN (\\cleanapi.exe, \\kavremover.exe))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_kd_execution.yml,proc_creation_win_kd_execution.yml,Windows Kernel Debugger Execution,Image=\\kd.exe OR OriginalFileName=kd.exe
